	Data	AED	AUD	BGN	BRL	CAD	CHF	CNY	CZK	DKK	EGP	EUR	GBP	HRK	100																		
236	08-12-21	1.193	3.122	2.5303	0.7806	3.4666	4.7448	0.6902	0.1944	0.6655	0.2789	4.9488	5.7881	0.6576	1.3445	0.0581	3.8643	0.3723	0.249	0.2086	0.4877	2.9674	1.0775	0.0421	0.0594	0.4825	0.1308	0.3206	0.1611	4.382	252.5141	6.1259	0.2772
237	09-12-21	1.1909	3.1301	2.5304	0.7906	3.4509	4.7448	0.6891	0.1947	0.6656	0.2784	4.9491	5.7689	0.6576	1.3519	0.0579	3.8532	0.3721	0.2486	0.2087	0.4889	2.9751	1.0733	0.0421	0.0594	0.483	0.1307	0.3178	0.1615	4.3743	250.8061	6.1174	0.2767
238	10-12-21	1.1958	3.1406	2.5304	0.7881	3.4534	4.7488	0.6896	0.1949	0.6655	0.2796	4.949	5.7961	0.6576	1.3531	0.058	3.8623	0.3719	0.2477	0.2095	0.488	2.9746	1.0728	0.0421	0.0598	0.4836	0.1304	0.3188	0.1626	4.3923	250.0596	6.1318	0.2751
239	13-12-21	1.1961	3.1316	2.5304	0.7827	3.4444	4.7526	0.6903	0.1951	0.6655	0.2797	4.9491	5.8177	0.658	1.3504	0.058	3.865	0.3718	0.2482	0.2104	0.4883	2.9748	1.0713	0.0421	0.0599	0.4837	0.1317	0.3082	0.1635	4.3933	252.3703	6.1354	0.2757
240	14-12-21	1.1907	3.1153	2.5305	0.7699	3.4123	4.7572	0.6874	0.1949	0.6656	0.2783	4.9492	5.7892	0.658	1.3515	0.0576	3.8517	0.3698	0.2477	0.2082	0.4823	2.9561	1.0669	0.0421	0.0594	0.4817	0.1311	0.3053	0.1622	4.3734	251.0014	6.1167	0.2725
241	15-12-21	1.1962	3.1299	2.5303	0.7733	3.4117	4.751	0.6902	0.1958	0.6655	0.279	4.9489	5.8239	0.6581	1.3408	0.0576	3.8601	0.3699	0.2466	0.2072	0.4823	2.9623	1.0706	0.0421	0.0595	0.4815	0.1314	0.299	0.1613	4.3937	249.7379	6.1355	0.2708
242	16-12-21	1.1923	3.153	2.5304	0.7709	3.4256	4.7348	0.6876	0.1959	0.6656	0.2782	4.9491	5.817	0.6583	1.3397	0.0575	3.8362	0.3699	0.2477	0.2085	0.4882	2.984	1.0688	0.0421	0.0596	0.4831	0.1309	0.2878	0.1609	4.3793	251.4744	6.121	0.2741
243	17-12-21	1.1898	3.1283	2.5305	0.7683	3.4119	4.7595	0.6848	0.1957	0.6655	0.2777	4.9492	5.8062	0.658	1.3451	0.0575	3.8496	0.3689	0.2472	0.2099	0.4855	2.9544	1.068	0.0421	0.0593	0.4831	0.1311	0.2633	0.1604	4.3703	253.992	6.1136	0.2745
244	20-12-21	1.1956	3.1215	2.5303	0.771	3.4003	4.7537	0.6888	0.1962	0.6655	0.2797	4.9488	5.7952	0.6585	1.3487	0.0579	3.8655	0.3683	0.2467	0.2108	0.4848	2.9498	1.0675	0.0421	0.0591	0.4816	0.1309	0.2512	0.161	4.3917	253.8506	6.1308	0.2773
245	21-12-21	1.1931	3.1265	2.5304	0.7631	3.3881	4.759	0.6879	0.1963	0.6656	0.2782	4.9491	5.8081	0.658	1.346	0.058	3.8546	0.3674	0.2472	0.2106	0.4872	2.9617	1.0697	0.0421	0.0592	0.4799	0.1301	0.3427	0.1608	4.3821	253.1698	6.1243	0.2771
246	22-12-21	1.1929	3.1385	2.5303	0.7626	3.3951	4.7456	0.6877	0.1962	0.6655	0.2789	4.9489	5.8346	0.6579	1.3452	0.058	3.8341	0.3678	0.2465	0.2109	0.4922	2.9701	1.0703	0.0421	0.0594	0.4801	0.1298	0.3516	0.1607	4.3815	252.2519	6.1236	0.2755
247	23-12-21	1.1891	3.1638	2.5303	0.7724	3.4079	4.7496	0.6857	0.1971	0.6655	0.278	4.9488	5.8621	0.6584	1.3399	0.0581	3.8207	0.3681	0.2456	0.2108	0.4937	2.9873	1.0679	0.0421	0.0595	0.4798	0.1304	0.387	0.1604	4.3677	253.5698	6.1142	0.2777
248	24-12-21	1.1885	3.1607	2.5304	0.7692	3.4128	4.7589	0.6855	0.1978	0.6656	0.2779	4.949	5.8513	0.6588	1.3359	0.0582	3.8171	0.3679	0.2453	0.2116	0.4942	2.9785	1.0692	0.0421	0.0595	0.4805	0.1307	0.3653	0.1603	4.3655	253.2841	6.1115	0.2811
249	27-12-21	1.1904	3.155	2.5305	0.7704	3.4085	4.7604	0.6861	0.1973	0.6656	0.2783	4.9492	5.8612	0.6598	1.334	0.0583	3.8134	0.3682	0.2449	0.2116	0.4922	2.9732	1.0721	0.0421	0.0595	0.4793	0.1303	0.3835	0.1602	4.3725	253.8838	6.1166	0.2817
250	28-12-21	1.1893	3.1662	2.5304	0.7765	3.4139	4.7668	0.6859	0.1979	0.6655	0.2781	4.9491	5.8747	0.659	1.3398	0.0585	3.8045	0.3676	0.2456	0.2112	0.4956	2.9757	1.0752	0.0421	0.0594	0.482	0.1305	0.3673	0.1606	4.3683	255.2455	6.1139	0.2775
251	29-12-21	1.1938	3.1667	2.5304	0.779	3.4191	4.7722	0.6885	0.1983	0.6655	0.2784	4.949	5.8857	0.658	1.3405	0.0587	3.8119	0.3695	0.2457	0.2124	0.4964	2.9812	1.0758	0.0421	0.0594	0.4832	0.1309	0.3519	0.1612	4.3849	253.1886	6.1281	0.277
252	30-12-21	1.1907	3.1749	2.5302	0.7668	3.4192	4.7713	0.6861	0.1981	0.6655	0.2777	4.9486	5.8951	0.6578	1.338	0.0588	3.7986	0.3679	0.2471	0.2127	0.4952	2.9869	1.0765	0.0421	0.0586	0.4824	0.1311	0.333	0.1602	4.3735	253.2628	6.118	0.2747
253	31-12-21	1.1899	3.1736	2.5299	0.7845	3.4344	4.7884	0.6887	0.199	0.6653	0.2782	4.9481	5.8994	0.6582	1.3391	0.0588	3.7967	0.3679	0.2463	0.2134	0.4957	2.9885	1.0768	0.0421	0.0583	0.4828	0.1317	0.3277	0.1599	4.3707	255.6927	6.119	0.2745
